id,po,so,name,item,itemdesc,qty,lineup,converting,fg,delivery,shipqty,date,deliverydate,comment,c,p,o,f,shipstatus,prodqty,pendingqty,orderstatus,creasingtime,printingtime,dcrtime,finishrtime,lineuptime,converttime,fgtime,lastedited,deliverytime
136,"",390,Jinhong Packaging-PPC,22.50x49.125 175lbs C-Flute (152x260x152),152x260x152,3000,f,f,f,f,,2022-05-11,,,f,f,f,f,,,,Planner,,,,,,,,,
137,"",719,Jinhong Packaging-PPC,22.50x82.75 125lbs C-Flute (35x489x35),35x489x35,1000,f,f,f,f,,2022-07-04,,,f,f,f,f,,,,Planner,,,,,,,,,
138,0522-0021,523,Classic Corrugated Packaging  Corp,22x28.5 175lbs B Flute (559),559,3000,f,f,f,f,,2022-05-25,,,f,f,f,f,,,,Planner,,,,,,,,,
139,"",154,Jinhong Packaging-PPC,22x51.625 300lbs BC-Flute (133x287x133),133x287x133,1080,f,f,f,f,,2022-04-01,,,f,f,f,f,,,,Planner,,,,,,,,,
140,"",107,Jinhong Packaging-PPC,22x57.25 350lbs BC-Flute (143x268x143),143x268x143,7500,f,f,f,f,,2022-03-16,,,f,f,f,f,,,,Planner,,,,,,,,,
141,"",724,Jinhong Packaging-PPC,22x57.25 350lbs BC-Flute (143x268x143),143x268x143,6000,f,f,f,f,,2022-07-06,,,f,f,f,f,,,,Planner,,,,,,,,,
142,"",83,Jinhong Packaging-PPC,23.67x48.50 300lbs BC-Flute (113x371x113),113x371x113,810,f,f,f,f,,2022-03-07,,,f,f,f,f,,,,Planner,,,,,,,,,
143,"",31,Jinhong Packaging-PPC,23.67x73 300lbs. BC-Flute (98x400x98),98x400x98,900,f,f,f,f,,2022-02-08,,,f,f,f,f,,,,Planner,,,,,,,,,
144,"",130,Jinhong Packaging-PPC,23.67x73 300lbs. BC-Flute (98x400x98),98x400x98,2010,f,f,f,f,,2022-03-25,,,f,f,f,f,,,,Planner,,,,,,,,,
145,"",720,Jinhong Packaging-PPC,23.67x73 300lbs. BC-Flute (98x400x98),98x400x98,1500,f,f,f,f,,2022-07-04,,,f,f,f,f,,,,Planner,,,,,,,,,
146,"",514,Jinhong Packaging-PPC,23.67x77 125lbs C-Flute (183x232x183),183x232x183,750,f,f,f,f,,2022-05-24,,,f,f,f,f,,,,Planner,,,,,,,,,
147,"",642,Jinhong Packaging-PPC,23.67x77 125lbs C-Flute (183x232x183),183x232x183,2100,f,f,f,f,,2022-06-15,,,f,f,f,f,,,,Planner,,,,,,,,,
148,2038,6,Philpack Comm'l Ent. Inc.,23x15.25 175lbs C Flute (584),584,5000,f,f,f,f,,2022-01-17,,,f,f,f,f,,,,Planner,,,,,,,,,
149,2972,70,Qube International Packaging Corp-PPC,23x15.25 175lbs C Flute (584),584,10700,f,f,f,f,,2022-03-01,,,f,f,f,f,,,,Planner,,,,,,,,,
150,"",113,Jinhong Packaging-PPC,24.50x40 NT C-Flute (102x413x102),102x413x102,300,f,f,f,f,,2022-03-17,,,f,f,f,f,,,,Planner,,,,,,,,,
151,"",113,Jinhong Packaging-PPC,24.50x56.25 NT C-Flute (102x413x102),102x413x102,500,f,f,f,f,,2022-03-17,,,f,f,f,f,,,,Planner,,,,,,,,,
152,"",113,Jinhong Packaging-PPC,24.50x71.25 NT C-Flute (102x413x102),102x413x102,500,f,f,f,f,,2022-03-17,,,f,f,f,f,,,,Planner,,,,,,,,,
153,"",113,Jinhong Packaging-PPC,24.50x80 NT C-Flute (102x413x102),102x413x102,200,f,f,f,f,,2022-03-17,,,f,f,f,f,,,,Planner,,,,,,,,,
154,"",9,Philpack Comm'l Ent. Inc.,24.67x71.25 125Lbs. C-Flute (143x337x143),143x337x143,18000,f,f,f,f,,2022-01-20,,,f,f,f,f,,,,Planner,,,,,,,,,
155,"",327,Jinhong Packaging-PPC,25.50x32 125lbs B Flute (648),648,5200,f,f,f,f,,2022-04-29,,,f,f,f,f,,,,Planner,,,,,,,,,
156,"",27,Jinhong Packaging-PPC,25.67x59.25 300lbs. BC-Flute (173x302x173),173x302x173,1200,f,f,f,f,,2022-02-07,,,f,f,f,f,,,,Planner,,,,,,,,,
157,"",154,Jinhong Packaging-PPC,25.67x59.25 300lbs. BC-Flute (173x302x173),173x302x173,900,f,f,f,f,,2022-04-01,,,f,f,f,f,,,,Planner,,,,,,,,,
158,"",613,Jinhong Packaging-PPC,25.67x64.25 125lbs C-Flute (138x371x138),138x371x138,1200,f,f,f,f,,2022-06-06,,,f,f,f,f,,,,Planner,,,,,,,,,
159,"",7,Jinhong Packaging-PPC,25x72.25 125lbs. C-Flute (146x337x146),146x337x146,16600,f,f,f,f,,2022-01-19,,,f,f,f,f,,,,Planner,,,,,,,,,
160,"",574,Jinhong Packaging-PPC,25x83 300lbs BC-Flute (127x375x127),127x375x127,520,f,f,f,f,,2022-05-31,,,f,f,f,f,,,,Planner,,,,,,,,,
161,"",389,Jinhong Packaging-PPC,26.50x52.25 300lbs BC-Flute (168x330x168),168x330x168,4000,f,f,f,f,,2022-05-11,,,f,f,f,f,,,,Planner,,,,,,,,,
162,"",577,Jinhong Packaging-PPC,26.50x52.25 300lbs BC-Flute (168x330x168),168x330x168,2400,f,f,f,f,,2022-06-01,,,f,f,f,f,,,,Planner,,,,,,,,,
163,"",77,Jinhong Packaging-PPC,26.50x70.50 125lbs C-Flute (103x460x103),103x460x103,1000,f,f,f,f,,2022-03-03,,,f,f,f,f,,,,Planner,,,,,,,,,
164,"",77,Jinhong Packaging-PPC,26.50x87.75 300lbs BC-Flute (133x400x133),133x400x133,520,f,f,f,f,,2022-03-03,,,f,f,f,f,,,,Planner,,,,,,,,,
165,"",65,Jinhong Packaging-PPC,26.5x76.25 125lbs C-Flute (176x314x176),176x314x176,2000,f,f,f,f,,2022-02-22,,,f,f,f,f,,,,Planner,,,,,,,,,
166,"",5,Philpack Comm'l Ent. Inc.,267x693 300lbs. BC-Flute,"",299,f,f,f,f,,2022-01-14,,,f,f,f,f,,,,Planner,,,,,,,,,
167,"",126,Philpack Comm'l Ent. Inc.,26x34 125lbs B-Flute (194x267x194),194x267x194,450,f,f,f,f,,2022-03-24,,,f,f,f,f,,,,Planner,,,,,,,,,
168,"",12,Thousand Oaks Packaging Corporation-PPC,26x43 350lbs. BC-Flute (660x1092),660x1092,2,f,f,f,f,,2022-01-28,,,f,f,f,f,,,,Planner,,,,,,,,,
169,0522-0019,505,Classic Corrugated Packaging  Corp,26x75.20 175lbs C Flute (141x368x141(140-125-140)),141x368x141(140-125-140),400,f,f,f,f,,2022-05-24,,,f,f,f,f,,,,Planner,,,,,,,,,
170,"",65,Jinhong Packaging-PPC,26x77 125lbs C-Flute (183x289x183),183x289x183,2000,f,f,f,f,,2022-02-22,,,f,f,f,f,,,,Planner,,,,,,,,,
171,0522-0015,496,Classic Corrugated Packaging  Corp,27.50x78.66 300lbs CB Flute (228x234x228(140-115(4))),228x234x228(140-115(4)),700,f,f,f,f,,2022-05-20,,,f,f,f,f,,,,Planner,,,,,,,,,
172,"",51,Jinhong Packaging-PPC,27.67x74 175lbs C-Flute (198x302x198),198x302x198,4200,f,f,f,f,,2022-02-15,,,f,f,f,f,,,,Planner,,,,,,,,,
173,"",154,Jinhong Packaging-PPC,27.67x80 300lbs BC-Flute (140x419x140),140x419x140,600,f,f,f,f,,2022-04-01,,,f,f,f,f,,,,Planner,,,,,,,,,
174,"",113,Jinhong Packaging-PPC,27x79.50 NT C-Flute (108x464x108),108x464x108,300,f,f,f,f,,2022-03-17,,,f,f,f,f,,,,Planner,,,,,,,,,
175,"",671,Jinhong Packaging-PPC,28.50x67 125lbs C-Flute (168x381x168),168x381x168,1500,f,f,f,f,,2022-06-21,,,f,f,f,f,,,,Planner,,,,,,,,,
176,0522-0026,572,Classic Corrugated Packaging  Corp,28.50x69.21 NT C Flute (724),724,500,f,f,f,f,,2022-05-31,,,f,f,f,f,,,,Planner,,,,,,,,,
177,"",154,Jinhong Packaging-PPC,28.50x71.25 300lbs BC-Flute (178x362x178),178x362x178,500,f,f,f,f,,2022-04-01,,,f,f,f,f,,,,Planner,,,,,,,,,
178,0522-0010,498,Classic Corrugated Packaging  Corp,28.5x78.74 125lbs C Flute (176x365x176(140-125-115)),176x365x176(140-125-115),1500,f,f,f,f,,2022-05-20,,,f,f,f,f,,,,Planner,,,,,,,,,
179,"",720,Jinhong Packaging-PPC,28x52.375 300lbs BC-Flute (103x498x103),103x498x103,1020,f,f,f,f,,2022-07-04,,,f,f,f,f,,,,Planner,,,,,,,,,
180,0522-0029,628,Classic Corrugated Packaging  Corp,28x54.13 175lbs C Flute (221x260x221(140-125-140)),221x260x221(140-125-140),600,f,f,f,f,,2022-06-10,,,f,f,f,f,,,,Planner,,,,,,,,,
181,"",77,Jinhong Packaging-PPC,28x70.50 125C-Flute (102x502x102),102x502x102,1000,f,f,f,f,,2022-03-03,,,f,f,f,f,,,,Planner,,,,,,,,,
182,verbal,11,Jinhong Packaging-PPC,29.50x58.75 125lbs. C-Flute (159x425x159),159x425x159,3000,f,f,f,f,,2022-01-27,,,f,f,f,f,,,,Planner,,,,,,,,,
183,"",147,Jinhong Packaging-PPC,29.50x69 175lbs. C-Flute (189x365x189),189x365x189,2000,f,f,f,f,,2022-03-31,,,f,f,f,f,,,,Planner,,,,,,,,,
184,"",147,Jinhong Packaging-PPC,29.50x73.75 300lbs. BC-Flute (189x365x189),189x365x189,600,f,f,f,f,,2022-03-31,,,f,f,f,f,,,,Planner,,,,,,,,,
185,"",154,Jinhong Packaging-PPC,29.50x73.75 300lbs. BC-Flute (189x365x189),189x365x189,400,f,f,f,f,,2022-04-01,,,f,f,f,f,,,,Planner,,,,,,,,,
186,"",311,Jinhong Packaging-PPC,29.50x82.25 300lbs BC-Flute (127x489x127),127x489x127,2000,f,f,f,f,,2022-04-25,,,f,f,f,f,,,,Planner,,,,,,,,,
187,"",77,Jinhong Packaging-PPC,29.50x82.25 300lbs. BC-Flute (127x489x127),127x489x127,1000,f,f,f,f,,2022-03-03,,,f,f,f,f,,,,Planner,,,,,,,,,
188,0522-0012,495,Classic Corrugated Packaging  Corp,29.5x89.53 350lbs CB Flute (210x316x210(140-115(3)140)),210x316x210(140-115(3)140),1000,f,f,f,f,,2022-05-20,,,f,f,f,f,,,,Planner,,,,,,,,,
189,"",113,Jinhong Packaging-PPC,29x63 NT C-Flute (111x508x111),111x508x111,200,f,f,f,f,,2022-03-17,,,f,f,f,f,,,,Planner,,,,,,,,,
190,"",100,Jinhong Packaging-PPC,29x67.50 125lbs C-Flute (171x384x171),171x384x171,1000,f,f,f,f,,2022-03-14,,,f,f,f,f,,,,Planner,,,,,,,,,
191,"",514,Jinhong Packaging-PPC,29x76 125lbs C-Flute (176x378x176),176x378x176,3000,f,f,f,f,,2022-05-24,,,f,f,f,f,,,,Planner,,,,,,,,,
192,"",65,Jinhong Packaging-PPC,30.50x77.50 125lbs C-Flute (184x400x184),184x400x184,2000,f,f,f,f,,2022-02-22,,,f,f,f,f,,,,Planner,,,,,,,,,
193,"",514,Jinhong Packaging-PPC,30.50x77.50 125lbs C-Flute (184x400x184),184x400x184,2000,f,f,f,f,,2022-05-24,,,f,f,f,f,,,,Planner,,,,,,,,,
194,"",126,Philpack Comm'l Ent. Inc.,30x29.25 125lbs B-Flute (241x273x241),241x273x241,250,f,f,f,f,,2022-03-24,,,f,f,f,f,,,,Planner,,,,,,,,,
195,"",401,Jinhong Packaging-PPC,30x56.25 300lbs BC-Flute (762),762,100,f,f,f,f,,2022-05-12,,,f,f,f,f,,,,Planner,,,,,,,,,
196,"",65,Jinhong Packaging-PPC,30x76.50 125lbs C-Flute (179x397x179),179x397x179,2000,f,f,f,f,,2022-02-22,,,f,f,f,f,,,,Planner,,,,,,,,,
197,"",51,Jinhong Packaging-PPC,30x81.25 175lbs C-Flute (227x302x227),227x302x227,3700,f,f,f,f,,2022-02-15,,,f,f,f,f,,,,Planner,,,,,,,,,
198,0522-0004,421,Classic Corrugated Packaging  Corp,31.50x28.42 125lbs B Flute (795x722 (140-115-115)),795x722 (140-115-115),7500,f,f,f,f,,2022-05-13,,,f,f,f,f,,,,Planner,,,,,,,,,
199,0522-0018,504,Classic Corrugated Packaging  Corp,31x57.32 300lbs CB Flute (181x419x181(140-115(4))),181x419x181(140-115(4)),3000,f,f,f,f,,2022-05-23,,,f,f,f,f,,,,Planner,,,,,,,,,
200,"",50,Boxmates Packaging Corporation,31x82 350lbs BC-Flute (787),787,1000,f,f,f,f,,2022-02-15,,,f,f,f,f,,,,Planner,,,,,,,,,
201,"",38,Jinhong Packaging-PPC,31x98.75 300lbs BC-Flute (181x419x181),181x419x181,1040,f,f,f,f,,2022-02-10,,,f,f,f,f,,,,Planner,,,,,,,,,
202,"",107,Jinhong Packaging-PPC,31x98.75 300lbs BC-Flute (181x419x181),181x419x181,1500,f,f,f,f,,2022-03-16,,,f,f,f,f,,,,Planner,,,,,,,,,
203,"",624,Jinhong Packaging-PPC,31x98.75 300lbs BC-Flute (181x419x181),181x419x181,1040,f,f,f,f,,2022-06-09,,,f,f,f,f,,,,Planner,,,,,,,,,
204,"",121,Jinhong Packaging-PPC,32.50x72.375 125lbs C-Flute (227x365x227),227x365x227,10000,f,f,f,f,,2022-03-22,,,f,f,f,f,,,,Planner,,,,,,,,,
205,"",28,Jinhong Packaging-PPC,32.50x72.375 125lbs. C-Flute (227x365x227),227x365x227,6000,f,f,f,f,,2022-02-07,,,f,f,f,f,,,,Planner,,,,,,,,,
206,"",698,Jinhong Packaging-PPC,32.50x74.75 125lbs C-Flute (183x454x183),183x454x183,800,f,f,f,f,,2022-06-27,,,f,f,f,f,,,,Planner,,,,,,,,,
207,"",389,Jinhong Packaging-PPC,32.50x77.50 300lbs BC-Flute (202x416x202),202x416x202,1000,f,f,f,f,,2022-05-11,,,f,f,f,f,,,,Planner,,,,,,,,,
208,"",147,Jinhong Packaging-PPC,32.50x80.75 175lbs C-Flute (143x533x143),143x533x143,1000,f,f,f,f,,2022-03-31,,,f,f,f,f,,,,Planner,,,,,,,,,
209,"",7,Jinhong Packaging-PPC,32.50x83 125lbs. C-Flute (238x343x238),238x343x238,3100,f,f,f,f,,2022-01-19,,,f,f,f,f,,,,Planner,,,,,,,,,
210,"",9,Philpack Comm'l Ent. Inc.,32.50x86.75 125lbs. C-Flute (219x381x219),219x381x219,1000,f,f,f,f,,2022-01-20,,,f,f,f,f,,,,Planner,,,,,,,,,
211,verbal,11,Jinhong Packaging-PPC,32.50x95.50 125lbs. C-Flute (202x416x202),202x416x202,2000,f,f,f,f,,2022-01-27,,,f,f,f,f,,,,Planner,,,,,,,,,
212,"",55,Jinhong Packaging-PPC,32x75.25 300lbs BC-Flute (203x400x203),203x400x203,1000,f,f,f,f,,2022-02-17,,,f,f,f,f,,,,Planner,,,,,,,,,
213,"",472,Jinhong Packaging-PPC,32x75.50 300lbs BC-Flute (203x400x203),203x400x203,1000,f,f,f,f,,2022-05-18,,,f,f,f,f,,,,Planner,,,,,,,,,
214,"",661,Jinhong Packaging-PPC,32x75.50 300lbs BC-Flute (203x400x203),203x400x203,1200,f,f,f,f,,2022-06-20,,,f,f,f,f,,,,Planner,,,,,,,,,
215,"",147,Jinhong Packaging-PPC,32x76.75 300lbs BC-Flute (213x381x213),213x381x213,600,f,f,f,f,,2022-03-31,,,f,f,f,f,,,,Planner,,,,,,,,,
216,"",7,Jinhong Packaging-PPC,32x86.75 125lbs. C-Flute (219x368x219),219x368x219,1000,f,f,f,f,,2022-01-19,,,f,f,f,f,,,,Planner,,,,,,,,,
217,"",83,Jinhong Packaging-PPC,32x91.75 300lbs BC-Flute (203x400x203),203x400x203,1000,f,f,f,f,,2022-03-07,,,f,f,f,f,,,,Planner,,,,,,,,,
218,"",83,Jinhong Packaging-PPC,32x94.75 300lbs BC-Flute (138x530x138mm),138x530x138mm,500,f,f,f,f,,2022-03-07,,,f,f,f,f,,,,Planner,,,,,,,,,
219,"",100,Jinhong Packaging-PPC,33.50x78.75 125lbs C-Flute (249x346x249),249x346x249,1000,f,f,f,f,,2022-03-14,,,f,f,f,f,,,,Planner,,,,,,,,,
220,"",125,Jinhong Packaging-PPC,33.50x89.25 175lbs C-Flute (238x368x238),238x368x238,1000,f,f,f,f,,2022-03-23,,,f,f,f,f,,,,Planner,,,,,,,,,
221,"",102,Jinhong Packaging-PPC,33x77.75 125lbs C-Flute (246x340x246),246x340x246,1000,f,f,f,f,,2022-03-15,,,f,f,f,f,,,,Planner,,,,,,,,,
222,"",7,Jinhong Packaging-PPC,34.50x57.25 300lbs. BC-Flute (232x406x232),232x406x232,4000,f,f,f,f,,2022-01-19,,,f,f,f,f,,,,Planner,,,,,,,,,
223,"",133,Jinhong Packaging-PPC,34.50x57.25 300lbs. BC-Flute (232x406x232),232x406x232,2000,f,f,f,f,,2022-03-28,,,f,f,f,f,,,,Planner,,,,,,,,,
224,"",472,Jinhong Packaging-PPC,34.50x57.25 300lbs. BC-Flute (232x406x232),232x406x232,2000,f,f,f,f,,2022-05-18,,,f,f,f,f,,,,Planner,,,,,,,,,
225,"",159,Jinhong Packaging-PPC,34.50x75.50 300lbs BC-Flute (221x429x221),221x429x221,2000,f,f,f,f,,2022-04-02,,,f,f,f,f,,,,Planner,,,,,,,,,
226,"",34,Philpack Comm'l Ent. Inc.,340x210x268mm 200lbs. C-Flute (340x210x268mm plain box),340x210x268mm plain box,2000,f,f,f,f,,2022-02-09,,,f,f,f,f,,,,Planner,,,,,,,,,
227,"",130,Jinhong Packaging-PPC,35.50x57.125 200lbs C-Flute (240x416x240),240x416x240,5000,f,f,f,f,,2022-03-25,,,f,f,f,f,,,,Planner,,,,,,,,,
228,0522-0010,498,Classic Corrugated Packaging  Corp,35.5x84.25 125lbs C Flute (211x470x211(140-125-115)),211x470x211(140-125-115),1500,f,f,f,f,,2022-05-20,,,f,f,f,f,,,,Planner,,,,,,,,,
229,BM-0022-052022,398,BM PACKAGING AND BOXES TRADING,35x28.50 NT C Flute (889),889,1250,f,f,f,f,,2022-05-12,,,f,f,f,f,,,,Planner,,,,,,,,,
230,0522-0004,421,Classic Corrugated Packaging  Corp,35x32 125lbs B Flute (881x812 (140-115-115)),881x812 (140-115-115),20000,f,f,f,f,,2022-05-13,,,f,f,f,f,,,,Planner,,,,,,,,,
231,0522-0010,498,Classic Corrugated Packaging  Corp,35x76.22 125lbs C Flute (205x464x205(140-125-115)),205x464x205(140-125-115),1500,f,f,f,f,,2022-05-20,,,f,f,f,f,,,,Planner,,,,,,,,,
232,"",490,Jinhong Packaging-PPC,36.50x81.25 125lbs C-Flute (194x533x194 (150-125-115)),194x533x194 (150-125-115),3200,f,f,f,f,,2022-05-19,,,f,f,f,f,,,,Planner,,,,,,,,,
233,22-00266,178,Exelpack Corporation,363x712 175lbs B-Flute (paper com),paper com,2100,f,f,f,f,,2022-04-06,,,f,f,f,f,,,,Planner,,,,,,,,,
234,"",114,Jinhong Packaging-PPC,36x29.625 125lbs C-Flute (914),914,750,f,f,f,f,,2022-03-18,,,f,f,f,f,,,,Planner,,,,,,,,,
235,BM-0017-042022,254,BM PACKAGING AND BOXES TRADING,36x35 175lbs C-Flute (36x25 175lbs),36x25 175lbs,500,f,f,f,f,,2022-04-20,,,f,f,f,f,,,,Planner,,,,,,,,,
236,7206,580,SUH PACK (PHILS) INC.,36x49 350lbs BC Flute (914),914,600,f,f,f,f,,2022-06-01,,,f,f,f,f,,,,Planner,,,,,,,,,
237,"",164,Jinhong Packaging-PPC,36x95.50 125lbs C-Flute (202x502x202),202x502x202,2000,f,f,f,f,,2022-04-04,,,f,f,f,f,,,,Planner,,,,,,,,,
238,"",610,Jinhong Packaging-PPC,36x95.50 125lbs C-Flute (202x502x202),202x502x202,2040,f,f,f,f,,2022-06-04,,,f,f,f,f,,,,Planner,,,,,,,,,
239,verbal,11,Jinhong Packaging-PPC,36x95.50 125lbs. C-Flute (202x505x202),202x505x202,2000,f,f,f,f,,2022-01-27,,,f,f,f,f,,,,Planner,,,,,,,,,
240,"",131,Exel pack Corporation,370x679 350lbs SPL BC-Flute (370x679 350lbs),370x679 350lbs,4813,f,f,f,f,,2022-03-28,,,f,f,f,f,,,,Planner,,,,,,,,,
241,0007702UM,135,Thousand Oaks Packaging Corporation-PPC,370x880mm 300lbs. BC-Flute (370),370,800,f,f,f,f,,2022-03-29,,,f,f,f,f,,,,Planner,,,,,,,,,
242,"",367,Jinhong Packaging-PPC,37x102.50 125lbs C-Flute (240x454x240),240x454x240,1000,f,f,f,f,,2022-05-06,,,f,f,f,f,,,,Planner,,,,,,,,,
243,"",539,Jinhong Packaging-PPC,37x63.75 NT C-Flute (248x438x248),248x438x248,240,f,f,f,f,,2022-05-26,,,f,f,f,f,,,,Planner,,,,,,,,,
244,"",28,Jinhong Packaging-PPC,37x71.25 125lbs. C-Flute (130x664x130),130x664x130,2020,f,f,f,f,,2022-02-07,,,f,f,f,f,,,,Planner,,,,,,,,,
245,"",50,Boxmates Packaging Corporation,37x79.50 175lbs C-Flute (940),940,500,f,f,f,f,,2022-02-15,,,f,f,f,f,,,,Planner,,,,,,,,,
246,"",12,Thousand Oaks Packaging Corporation-PPC,37x84 350lbs. BC-Flute (940x2134),940x2134,2,f,f,f,f,,2022-01-28,,,f,f,f,f,,,,Planner,,,,,,,,,
247,"",711,Jinhong Packaging-PPC,37x88.50 300lbs BC-Flute (208x518x208),208x518x208,320,f,f,f,f,,2022-06-29,,,f,f,f,f,,,,Planner,,,,,,,,,
248,"",50,Boxmates Packaging Corporation,37x89.50 175lbs C-Flute (940),940,500,f,f,f,f,,2022-02-15,,,f,f,f,f,,,,Planner,,,,,,,,,
249,"",50,Boxmates Packaging Corporation,37x92.50 350lbs BC-Flute (940),940,700,f,f,f,f,,2022-02-15,,,f,f,f,f,,,,Planner,,,,,,,,,
250,"",637,Jinhong Packaging-PPC,37x97.25 200lbs C-Flute (249x432x249),249x432x249,600,f,f,f,f,,2022-06-13,,,f,f,f,f,,,,Planner,,,,,,,,,
251,22-00495,687,Exelpack Corporation,380x635 350lbs BC Flute (380(150-115(3)150)),380(150-115(3)150),550,f,f,f,f,,2022-06-25,,,f,f,f,f,,,,Planner,,,,,,,,,
252,22-00547,747,Exelpack Corporation,380x635 350lbs BC Flute (380(150-115(3)150)),380(150-115(3)150),480,f,f,f,f,,2022-07-07,,,f,f,f,f,,,,Planner,,,,,,,,,
253,V2PO22-01456,510,Exelpack Corporation,381x947 175lbs B Flute (381(150-125-150)),381(150-125-150),2310,f,f,f,f,,2022-05-24,,,f,f,f,f,,,,Planner,,,,,,,,,
254,"",245,Jinhong Packaging-PPC,38x30.75 300lbs BC-Flute (79x800x79),79x800x79,600,f,f,f,f,,2022-04-19,,,f,f,f,f,,,,Planner,,,,,,,,,
255,7206,580,SUH PACK (PHILS) INC.,38x43.50 350lbs BC Flute (965),965,600,f,f,f,f,,2022-06-01,,,f,f,f,f,,,,Planner,,,,,,,,,
256,"",12,Thousand Oaks Packaging Corporation-PPC,38x61 350lbs. BC-Flute (965x1549),965x1549,2,f,f,f,f,,2022-01-28,,,f,f,f,f,,,,Planner,,,,,,,,,
257,"",38,Jinhong Packaging-PPC,38x64.25 300lbs BC-Flute (965),965,200,f,f,f,f,,2022-02-10,,,f,f,f,f,,,,Planner,,,,,,,,,
258,"",47,Jinhong Packaging-PPC,38x64.25 300lbs BC-Flute (965),965,53,f,f,f,f,,2022-02-14,,,f,f,f,f,,,,Planner,,,,,,,,,
259,BM-0008-022022,67,BM PACKAGING AND BOXES TRADING,38x79 125lbs C-Flute (965),965,400,f,f,f,f,,2022-03-01,,,f,f,f,f,,,,Planner,,,,,,,,,
260,"",69,Jinhong Packaging-PPC,38x86 175lbs C-Flute (965),965,3000,f,f,f,f,,2022-03-01,,,f,f,f,f,,,,Planner,,,,,,,,,
261,"",114,Jinhong Packaging-PPC,38x86 175lbs C-Flute (965),965,3000,f,f,f,f,,2022-03-18,,,f,f,f,f,,,,Planner,,,,,,,,,
262,"",728,Jinhong Packaging-PPC,38x86 175lbs C-Flute (965),965,3000,f,f,f,f,,2022-07-06,,,f,f,f,f,,,,Planner,,,,,,,,,
263,"",107,Jinhong Packaging-PPC,39.50x84 300lbs BC-Flute (224x549x224),224x549x224,1000,f,f,f,f,,2022-03-16,,,f,f,f,f,,,,Planner,,,,,,,,,
264,"",52,Jinhong Packaging-PPC,39x27 125lbs B-Flute (991),991,400,f,f,f,f,,2022-02-16,,,f,f,f,f,,,,Planner,,,,,,,,,
265,"",125,Jinhong Packaging-PPC,39x54.25 125lbs C-Flute (170x644x170),170x644x170,1000,f,f,f,f,,2022-03-23,,,f,f,f,f,,,,Planner,,,,,,,,,
266,"",114,Jinhong Packaging-PPC,39x71.50 300lbs BC-Flute (138x708x138),138x708x138,1040,f,f,f,f,,2022-03-18,,,f,f,f,f,,,,Planner,,,,,,,,,
267,"",88,Jinhong Packaging-PPC,39x85.50 175lbs C-Flute,"",200,f,f,f,f,,2022-03-09,,,f,f,f,f,,,,Planner,,,,,,,,,
268,"",38,Jinhong Packaging-PPC,39x90 175lbs C-Flute (251x476x251 (150-125-150)),251x476x251 (150-125-150),1020,f,f,f,f,,2022-02-10,,,f,f,f,f,,,,Planner,,,,,,,,,
269,"",164,Jinhong Packaging-PPC,40x30.375  125lbs C-Flute (1016),1016,600,f,f,f,f,,2022-04-04,,,f,f,f,f,,,,Planner,,,,,,,,,
270,"",114,Jinhong Packaging-PPC,40x30.375 125lbs C-Flute (1016),1016,750,f,f,f,f,,2022-03-18,,,f,f,f,f,,,,Planner,,,,,,,,,
271,"",48,Jinhong Packaging-PPC,40x36.50 125lbs B-Flute (1016),1016,760,f,f,f,f,,2022-02-14,,,f,f,f,f,,,,Planner,,,,,,,,,
272,"",711,Jinhong Packaging-PPC,40x50.125 300lbs BC-Flute (295x419x295),295x419x295,600,f,f,f,f,,2022-06-29,,,f,f,f,f,,,,Planner,,,,,,,,,
273,BMPC-22-131,388,Boxmates Packaging Corporation,40x75.50 300lbs CB Flute (1016),1016,500,f,f,f,f,,2022-05-11,,,f,f,f,f,,,,Planner,,,,,,,,,
274,"",69,Jinhong Packaging-PPC,40x76 125lbs C-Flute (186x632x186),186x632x186,3500,f,f,f,f,,2022-03-01,,,f,f,f,f,,,,Planner,,,,,,,,,
275,"",113,Jinhong Packaging-PPC,40x80 125lbs C-Flute (202x600x202),202x600x202,300,f,f,f,f,,2022-03-17,,,f,f,f,f,,,,Planner,,,,,,,,,
276,"",88,Jinhong Packaging-PPC,40x80 175lbs C-Flute (227x549x227),227x549x227,500,f,f,f,f,,2022-03-09,,,f,f,f,f,,,,Planner,,,,,,,,,
277,"",642,Jinhong Packaging-PPC,40x80 175lbs C-Flute (227x549x227),227x549x227,320,f,f,f,f,,2022-06-15,,,f,f,f,f,,,,Planner,,,,,,,,,
278,"",346,Jinhong Packaging-PPC,41.50x50.125 175lbs C-Flute (295x457x295),295x457x295,1040,f,f,f,f,,2022-05-04,,,f,f,f,f,,,,Planner,,,,,,,,,
279,"",661,Jinhong Packaging-PPC,41.50x50.125 175lbs C-Flute (295x457x295),295x457x295,1200,f,f,f,f,,2022-06-20,,,f,f,f,f,,,,Planner,,,,,,,,,
280,AP-41225-4,481,"AP CARTON BOX, INC.",415x706 175lbs C Flute (415(140-115-140)),415(140-115-140),3000,f,f,f,f,,2022-05-19,,,f,f,f,f,,,,Planner,,,,,,,,,
281,AP-40922-4,317,"AP CARTON BOX, INC.",415x706 175lbs C-Flute (415x706 175lbs),415x706 175lbs,3400,f,f,f,f,,2022-04-27,,,f,f,f,f,,,,Planner,,,,,,,,,
